# Word list for a specific language.
# In this file, line starts with # (comments) and empty lines are ignored
# Word list is organize like this :	
# $GRAMMAR$ : describe how extract word and frequency from following list. 
# The grammar affect following lines, this way its possible to have several grammar in the file. 
# When a new grammar is found, it replace the actual grammar for the rest of list, until meet an other $GRAMMAR$ (or reach end of document)

# Default $GRAMMAR$ definition : 
$GRAMMAR$	<frequency>[SPACE]<word>
# Where :
# 		<frequency> is the place for the integer for frequency
# 		[SPACE] one or more "space characters" (Space, tabulation)
# 		<word> is the place for the "word"

# *****************************************
# ***   French word initial word list   ***
# *****************************************

$GRAMMAR$	<word>|<frequency>
anonymement|1
anophèle|1
anorak|1
anorexie|1
anorexigène|1
anorexique|1
anormal|1
anormalement|1
anormalité|1
anoure|1
anoxie|1
anoxémie|1
ans|1
anse|1
ansé|1
ansériforme|1
antagonique|1
antagonisme|1
antagoniste|1
antalgie|1
antalgique|1
antan|1
antarctique|1
ante|1
antenaise|1
antenne|1
anthologie|1
anthonome|1
anthracite|1
anthrax|1
anthropogénie|1
anthropologie|1
anthropologique|1
anthropologiste|1
anthropologue|1
anthropomorphe|1
anthropomorphique|1
anthropométrie|1
anthropométrique|1
anthroponymie|1
anthropophage|1
anthropophagie|1
anthropopithèque|1
anthropoïde|1
anti-inflammatoire|1
antiacide|1
antiallergique|1
antiautoritaire|1
antibiotique|1
antibois|1
anticalcaire|1
antichambre|1
antichrèse|1
anticipation|1
anticiper|1
anticipé|1
anticonceptionnel|1
anticonformiste|1
anticonstitutionnel|1
anticonstitutionnelle|1
anticonstitutionnellement|1
anticorps|1
anticorrosion|1
anticryptogamique|1
antidaté|1
antidote|1
antidouleur|1
antidépresseur|1
antienne|1
antifongique|1
antigène|1
antigénique|1
antihelminthique|1
antillais|1
antilope|1
antimycosique|1
antinataliste|1
antinational|1
antinomie|1
antinomique|1
antioxydant|1
antipaludique|1
antipaludéen|1
antipaludéenne|1
antipathie|1
antipathique|1
antipatriote|1
antiphlogistique|1
antiphrase|1
antipode|1
antipodiste|1
antiputride|1
antipyrétique|1
antiquaille|1
antiquaire|1
antique|1
antiques|1
antiquité|1
antiquités|1
antireligieux|1
antirouille|1
antiroulis|1
antisepsie|1
antiseptique|1
antisismique|1
antisocial|1
antispasmodique|1
antithèse|1
antithétique|1
antitoxine|1
antitussif|1
antiviral|1
antivol|1
antonyme|1
antre|1
antrustion|1
antécambrien|1
antécédence|1
antécédent|1
antécédents|1
antédiluvien|1
antépénultième|1
antérieur|1
antérieurement|1
antériorité|1
anus|1
anxieuse|1
anxieusement|1
anxieux|1
anxiolytique|1
anxiété|1
anéanti|1
anéantir|1
anéantissant|1
anéantissement|1
anémiant|1
anémie|1
anémier|1
anémique|1
anémié|1
anémographe|1
anémomètre|1
anémone|1
anémone de mer|1
anémone pulsatile|1
anévrisme|1
aoûtat|1
aoûtien|1
apache|1
apaisant|1
apaisement|1
apaiser|1
apaisé|1
apanage|1
apartheid|1
aparté|1
apathie|1
apathique|1
apatite|1
apatride|1
apercevable|1
apercevoir|1
aperture|1
aperçu|1
apesanteur|1
apetisser|1
apeurer|1
apeuré|1
apex|1
aphasie|1
aphasique|1
aphone|1
aphonie|1
aphorisme|1
aphrodisiaque|1
aphte|1
aphélie|1
aphérèse|1
apiculture|1
apidé|1
apis|1
apitoiement|1
apitoyer|1
apitoyé|1
aplanir|1
aplanissement|1
aplasie|1
aplati|1
aplatie|1
aplatir|1
aplatissage|1
aplatissement|1
aplomb|1
apocalypse|1
apocalyptique|1
apocope|1
apocryphe|1
apodictique|1
apogée|1
apollon|1
apologie|1
apologique|1
apologiste|1
apologue|1
apologétique|1
aponévrose|1
apophtegme|1
apophyse|1
apoplectique|1
apoplexie|1
aporie|1
apostasie|1
apostasier|1
apostat|1
aposter|1
apostille|1
apostiller|1
apostolat|1
apostrophe|1
apostropher|1
apostropheur|1
apothicaire|1
apothéose|1
apparaissant|1
apparat|1
apparatchik|1
apparaître|1
appareil|1
appareillage|1
appareillement|1
appareiller|1
apparemment|1
apparence|1
apparent|1
apparente|1
apparentement|1
apparenter|1
apparenté|1
appariement|1
apparier|1
appariteur|1
apparition|1
apparoir|1
appartement|1
appartenance|1
appartenant|1
appartenir|1
apparu|1
appas|1
appauvri|1
appauvrir|1
appauvrissement|1
appeau|1
appeaux|1
appel|1
appelable|1
appeler|1
appellation|1
appelle|1
appels|1
appelé|1
appelée|1
appendice|1
appendre|1
appentis|1
appesantir|1
appesantissement|1
applaudir|1
applaudissement|1
applaudisseur|1
applicabilité|1
applicable|1
applicateur|1
application|1
applique|1
appliquer|1
appliqué|1
appoint|1
appointement|1
appointements|1
appointer|1
appointé|1
appontage|1
appontement|1
apponter|1
apport|1
apporter|1
apporté|1
apposer|1
appositif|1
apposition|1
appositive|1
apposé|1
apprendre|1
apprenti|1
apprentissage|1
appris|1
apprivoisable|1
apprivoisement|1
apprivoiser|1
apprivoisé|1
approbateur|1
approbatif|1
approbation|1
approbatrice|1
approchable|1
approchant|1
approchante|1
approche|1
approcher|1
approché|1
approfondi|1
approfondir|1
approfondissement|1
appropriant|1
appropriation|1
approprier|1
approprié|1
approuvable|1
approuver|1
approuvé|1
approvisionnement|1
approvisionner|1
approvisionneur|1
approvisionné|1
approximatif|1
approximation|1
approximative|1
approximativement|1
appréciable|1
appréciateur|1
appréciatif|1
appréciation|1
appréciative|1
apprécier|1
apprécié|1
appréhender|1
appréhendé|1
appréhension|1
apprêt|1
apprêtage|1
apprêtant|1
apprêter|1
apprêteur|1
apprêté|1
appui|1
appuie|1
appuie-bras|1
appuie-tête|1
appuis|1
appuyant|1
appuyer|1
appuyé|1
appuyée|1
appât|1
appâte|1
appâter|1
appâté|1
appétence|1
appétissant|1
appétit|1
apragmatisme|1
apraxie|1
apraxique|1
après|1
après coup|1
après-coup|1
après-demain|1
après-midi|1
apside|1
apte|1
aptitude|1
aptitudes|1
aptère|1
apurement|1
apurer|1
apyre|1
apériodique|1
apéritif|1
apôtre|1
aquacole|1
aquaculteur|1
aquaculture|1
aquafortiste|1
aquamanile|1
aquanaute|1
aquaplanage|1
aquaplaning|1
aquarelle|1
aquarelliste|1
aquatique|1
aquavit|1
aqueduc|1
aqueuse|1
aqueux|1
aquicole|1
aquiculteur|1
aquiculture|1
aquifère|1
aquilin|1
aquilon|1
aquosité|1
ara|1
arabe|1
arabesque|1
arabiser|1
arable|1
arachide|1
arachides|1
arachnide|1
arachnéen|1
arack|1
araignée|1
araignée de mer|1
araignée des jardins|1
araire|1
aramide|1
araméen|1
arasement|1
araser|1
arbalète|1
arbalétrier|1
arbalétrière|1
arbitrable|1
arbitrage|1
arbitraire|1
arbitrairement|1
arbitraires|1
arbitre|1
arbitrer|1
arbitré|1
arborer|1
arborescence|1
arborescent|1
arboretum|1
arboricole|1
arboriculteur|1
arboriculture|1
arborisation|1
arborisé|1
arboré|1
arbouse|1
arbousier|1
arbre|1
arbre aux fraises|1
arbre aux écus|1
arbre de Judée|1
arbre du voyageur|1
arbre à beurre|1
arbre à pain|1
arbres|1
arbrisseau|1
arbuste|1
arc|1
arc-boutant|1
arc-bouter|1
arc-doubleau|1
arc-en-ciel|1
arcade|1
arcane|1
arcanson|1
arceau|1
archal|1
archange|1
archangélique|1
archaïque|1
archaïsme|1
arche|1
archer|1
archet|1
archevêché|1
archevêque|1
archidiacre|1
archidiocèse|1
archiduc|1
archimandrite|1
archipel|1
archiptère|1
architecte|1
architectonique|1
architectoniques|1
architectural|1
architecturaux|1
architecture|1
architecturer|1
architrave|1
architraves|1
archivage|1
archive|1
archiver|1
archiviste|1
archière|1
archiépiscopat|1
archère|1
archéen|1
archéologie|1
archéologique|1
archéologue|1
archéozoïque|1
archétype|1
arcs|1
arcs-boutants|1
arctique|1
arctiques|1
arcure|1
ardemment|1
ardent|1
ardente|1
arder|1
ardeur|1
ardillon|1
ardoise|1
ardoisier|1
ardu|1
arec|1
areligieux|1
argent|1
argentage|1
argentan|1
argenterie|1
argentier|1
argentin|1
argenton|1
argenture|1
argenté|1
argile|1
argileuse|1
argileux|1
argonaute|1
argot|1
argousier|1
argousin|1
arguer|1
argument|1
argumentaire|1
argumentateur|1
argumentation|1
argumentatrice|1
argumenter|1
argumenté|1
argus|1
argutie|1
argyronète|1
aria|1
aride|1
aridité|1
ariette|1
aristocrate|1
aristocrates|1
aristocratie|1
aristocratique|1
aristocratiquement|1
aristotélicien|1
aristotélisme|1
arithméticien|1
arithmétique|1
arithmétiquement|1
arlequin|1
arlequinade|1
armada|1
armagnac|1
armateur|1
armature|1
arme|1
armement|1
armer|1
armes|1
armet|1
armistice|1
armoire|1
armoiries|1
armoise|1
armorial|1
armoricain|1
armoricaine|1
armorier|1
armure|1
armurier|1
armé|1
armée|1
aromate|1
aromatique|1
aromatiser|1
aromatisé|1
aronde|1
arpentage|1
arpenter|1
arpenteur|1
arpette|1
arpion|1
arpège|1
arpète|1
arquebuse|1
arquer|1
arqué|1
arrachage|1
arrache-clou|1
arrachement|1
arracher|1
arracheur|1
arrachis|1
arraché|1
arraisonnage|1
arraisonnement|1
arraisonner|1
arrangeable|1
arrangeant|1
arrangement|1
arranger|1
arrangeur|1
arrangeuse|1
arrangé|1
arrangée|1
arrenter|1
arrestation|1
arrhes|1
arrimage|1
arrimer|1
arrivage|1
arrivant|1
arriver|1
arrivisme|1
arriviste|1
arrivé|1
arrivée|1
arrière|1
arrière-ban|1
arrière-bouche|1
arrière-boutique|1
arrière-cour|1
arrière-cuisine|1
arrière-faix|1
arrière-fond|1
arrière-garde|1
arrière-gorge|1
arrière-goût|1
arrière-grand-parent|1
arrière-grand-père|1
arrière-main|1
arrière-pays|1
arrière-pensée|1
arrière-plan|1
arrière-saison|1
arrière-train|1
arrière-vassal|1
arrière-vassaux|1
arriération|1
arriérer|1
arriéré|1
arroche|1
arrogamment|1
arrogance|1
arrogant|1
arrogante|1
arrondi|1
arrondir|1
arrondissement|1
arrosable|1
arrosage|1
arrosages|1
arrosement|1
arroser|1
arroseur|1
arrérages|1
arrêt|1
arrêtant|1
arrête|1
arrête-boeuf|1
arrêter|1
arrêtiste|1
arrêtoir|1
arrêté|1
arsenal|1
arsenic|1
arsouille|1
arsouiller|1
art|1
art culinaire|1
artefact|1
arthrite|1
arthritique|1
arthritisme|1
artichaut|1
article|1
articles|1
articlier|1
articulation|1
articulations|1
articuler|1
articulet|1
articulé|1
artifice|1
artificialité|1
artificiel|1
artificiellement|1
artificieux|1
artillerie|1
artilleur|1
artimon|1
artisan|1
artisanal|1
artisanalement|1
artiste|1
artistement|1
artistique|1
artistiquement|1
artocarpe|1
artère|1
artériographie|1
artériole|1
artériosclérose|1
artérite|1
arum|1
aruspice|1
aryen|1
arythmie|1
arçon|1
arène|1
aréage|1
aréique|1
arénacé|1
arénicole|1
aréole|1
aréomètre|1
aréopage|1
aréquier|1
arête|1
arôme|1
as|1
asbeste|1
ascaride|1
ascendance|1
ascendant|1
ascendants|1
ascenseur|1
ascension|1
ascensionnel|1
ascensionner|1
ascensionniste|1
ascèse|1
ascète|1
ascétique|1
ascétiquement|1
ascétisme|1
asdic|1
asepsie|1
aseptique|1
aseptisant|1
aseptisation|1
aseptiser|1
aseptisé|1
asexué|1
asiate|1
asiatique|1
asile|1
asiles|1
asocial|1
asocialité|1
aspartame|1
aspe|1
aspect|1
asperge du pauvre|1
asperger|1
aspersion|1
aspersoir|1
asphaltage|1
asphalte|1
asphalter|1
asphalté|1
asphyxiant|1
asphyxie|1
asphyxier|1
aspic|1
aspirant|1
aspiration|1
aspirer|1
aspérité|1
assagir|1
assagissement|1
assaillant|1
assaille|1
assailles|1
assaillie|1
assaillir|1
assaini|1
assainir|1
assainissant|1
assainissement|1
assainisseur|1
assaisonnant|1
assaisonnement|1
assaisonner|1
assaisonné|1
assassin|1
assassinat|1
assassiner|1
assassiné|1
assaut|1
asseau|1
asseaux|1
assemblage|1
assemble|1
assembler|1
assembleur|1
assemblé|1
assemblée|1
assemblées|1
assener|1
assentiment|1
asseoir|1
assertif|1
assertion|1
assertorique|1
asservi|1
asservir|1
asservissant|1
asservissement|1
asservisseur|1
assesseur|1
assette|1
assez|1
assibilation|1
assidu|1
assidue|1
assiduité|1
assidûment|1
assiette|1
assiettée|1
assignable|1
assignat|1
assignation|1
assigner|1
assigné|1
assimilable|1
assimilation|1
assimiler|1
assimilé|1
assis|1
assise|1
assises|1
assistanat|1
assistance|1
assistant|1
assistante|1
assister|1
assiégeant|1
assiéger|1
associable|1
associatif|1
association|1
associationnisme|1
associer|1
associé|1
assoiffer|1
assoiffé|1
assolement|1
assoler|1
assombri|1
assombrir|1
assombrissement|1
assommant|1
assommer|1
assommoir|1
assommé|1
assomption|1
assonance|1
assorti|1
assortiment|1
assortir|1
assoupi|1
assoupir|1
assoupissant|1
assoupissement|1
assouplir|1
assouplissant|1
assouplissement|1
assouplisseur|1
assourdi|1
assourdir|1
assourdissant|1
assourdissement|1
assouvi|1
assouvir|1
assouvissement|1
assujetti|1
assujettir|1
assujettissant|1
assujettissement|1
assumer|1
assurable|1
assurance|1
assurer|1
assureur|1
assuré|1
assurée|1
assurément|1
assuétude|1
assèche|1
assèchement|1
assécher|1
asséché|1
asséner|1
asthmatique|1
asthme|1
asthénie|1
asthénique|1
asticot|1
asticoter|1
astigmatisme|1
astiquage|1
astiquer|1
astiqué|1
astrakan|1
astral|1
astraux|1
astre|1
astreignant|1
astreindre|1
astreinte|1
astringent|1
astrologie|1
astrologue|1
astronaute|1
astronef|1
astronomie|1
astronomique|1
astronomiquement|1
astrophysique|1
astuce|1
astucieuse|1
astucieusement|1
astucieux|1
astérie|1
astérisque|1
astéroïde|1
astéréognosie|1
asymbolie|1
asymétrie|1
asymétrique|1
asynchrone|1
asémantique|1
ataraxie|1
atavique|1
atavisme|1
ataxie|1
atelier|1
atemporel|1
atermoiement|1
atermoyer|1
athanor|1
athlète|1
athlétique|1
athlétisme|1
athymie|1
athée|1
athéisme|1
athérosclérose|1
atlante|1
atmosphère|1
atmosphérique|1
atoll|1
atome|1
atomique|1
atomiques|1
atomisation|1
atomiser|1
atomiseur|1
atonal|1
atone|1
atonie|1
atonique|1
atours|1
atout|1
atrabilaire|1
atrabile|1
atrium|1
atroce|1
atrocement|1
atrocité|1
atrophie|1
atrophier|1
atrophié|1
attabler|1
attachant|1
attache|1
attachement|1
attacher|1
attaché|1
attaché-case|1
attaquable|1
attaquant|1
attaque|1
attaquer|1
attaques|1
attaqué|1
attarder|1
attardé|1
atteignable|1
atteindre|1
atteint|1
atteinte|1
attelage|1
atteler|1
attelle|1
attenance|1
attenant|1
attenante|1
attendre|1
attendrir|1
attendrissant|1
attendrissement|1
attendu|1
attendu qu|1
attendu que|1
attentat|1
attentatoire|1
attentats|1
attente|1
attenter|1
attentif|1
attention|1
attentionné|1
attentionnée|1
attentisme|1
attentiste|1
attentivement|1
atterrage|1
atterrant|1
atterrer|1
atterrir|1
atterrissage|1
atterrissement|1
atterré|1
attestation|1
attester|1
attesté|1
atticisme|1
attifement|1
attifer|1
attiger|1
attirail|1
attirance|1
attirant|1
attire|1
attirer|1
attiré|1
attirée|1
attiser|1
attisé|1
attitré|1
attitude|1
attiédir|1
attiédissant|1
attiédissement|1
attouchement|1
attractif|1
attraction|1
attrait|1
attraits|1
attrapade|1
attrape|1
attrape-mouche|1
attrape-nigaud|1
attraper|1
attrapé|1
attrayant|1
attribuable|1
attribuer|1
attribut|1
attributaire|1
attributif|1
attribution|1
attributive|1
attribué|1
attristant|1
attriste|1
attrister|1
attristé|1
attrition|1
attroupement|1
attrouper|1
atténuant|1
atténuateur|1
atténuation|1
atténuer|1
atténué|1
atténuée|1
atypie|1
atypique|1
au contraire|1
au courant|1
au côté|1
au début|1
au départ|1
au figuré|1
au finir|1
au long cours|1
au prix de|1
au revoir|1
au secours|1
au sujet de|1
au-dessous|1
au-dessus|1
aubade|1
aubaine|1
aube|1
auberge|1
aubergine|1
aubergiste|1
aubette|1
auburn|1
aubère|1
aubépine|1
aucun|1
aucunement|1
audace|1
audacieuse|1
audacieusement|1
audacieux|1
audibilité|1
audible|1
audience|1
audimat|1
audimètre|1
audimétrie|1
audiomètre|1
audiométrie|1
audiophone|1
audit|1
auditeur|1
audition|1
auditionner|1
auditoire|1
auge|1
auget|1
augmentant|1
augmentateur|1
augmentatif|1
augmentation|1
augmentative|1
augmente|1
augmenter|1
augmenté|1
augure|1
augurer|1
auguste|1
aula|1
aulne|1
aumône|1
aumônier|1
aumônière|1
aunée|1
auparavant|1
auprès|1
auquel|1
aura|1
auriculaire|1
aurochs|1
aurore|1
auréole|1
auréoler|1
auréolé|1
auscultation|1
ausculter|1
auspice|1
aussi|1
aussitôt|1
austral|1
austère|1
austèrement|1
austénite|1
austérité|1
autant|1
autarcie|1
autarcique|1
autel|1
auteur|1
auteur de journal intime|1
auteur de logiciel|1
authenticité|1
authentification|1
authentifier|1
authentifié|1
authentifiée|1
authentique|1
authentiquement|1
authentiquer|1
authentiques|1
auto|1
auto-stop|1
auto-stoppeur|1
autoaccusation|1
autoadhésif|1
autobiographie|1
autobiographique|1
autobus|1
autocar|1
autocastration|1
autocensure|1
autocentré|1
autochtone|1
autoclave|1
autocollant|1
autoconsommation|1
autocrate|1
autocrates|1
autocratie|1
autocratique|1
autocratiques|1
autocritique|1
autocuiseur|1
autodafé|1
autodestructeur|1
autodestruction|1
autodidacte|1
autodrome|1
autofécondation|1
autogamie|1
autogestion|1
autogire|1
autographe|1
autogreffe|1
autoguidé|1
autolyse|1
automate|1
automation|1
automatique|1
automatiquement|1
automatisation|1
automatiser|1
automatisme|1
automatisé|1
automne|1
automobile|1
automobiliste|1
automoteur|1
automotrice|1
automutilation|1
automédon|1
autonome|1
autonomie|1
autonomisme|1
autonomiste|1
autoplastie|1
autopropulsé|1
autopsie|1
autopsier|1
autorail|1
autorisant|1
autorisation|1
autoriser|1
autorisé|1
autorisée|1
autoritaire|1
autoritairement|1
autoritarisme|1
autorité|1
autoroute|1
autoréglage|1
autorégulation|1
autosatisfaction|1
autostrade|1
autosubsistance|1
autosuffisance|1
autosuffisant|1
autosuggestion|1
autotomie|1
autotracté|1
autour|1
autre|1
autre part|1
autrefois|1
autrement|1
autrement dit|1
autres|1
autruche|1
autrui|1
auvent|1
aux anges|1
auxiliaire|1
auxiliairement|1
auxquelles|1
auxquels|1
avachi|1
avachir|1
avachissement|1
aval|1
avalanche|1
avaler|1
avaleur|1
avaliser|1
avalisé|1
avance|1
avancement|1
avancer|1
avancé|1
avancée|1
avanie|1
avanies|1
avant|1
avant-avant-dernier|1
avant-bras|1
avant-coureur|1
avant-courrier|1
avant-dernier|1
avant-garde|1
avant-gardiste|1
avant-goût|1
avant-goûts|1
avant-hier|1
avant-poste|1
avant-première|1
avant-projet|1
avant-propos|1
avant-scène|1
avant-toit|1
avantage|1
avantager|1
avantageuse|1
avantageusement|1
avantageux|1
avantagé|1
avançant|1
avare|1
avariant|1
avarice|1
avaricieuse|1
avaricieux|1
avarie|1
avarier|1
avarié|1
avatar|1
avec|1
avec complaisance|1
avec distinction|1
avec respect|1
aveline|1
avelinier|1
aven|1
avenant|1
avenante|1
avenir|1
aventure|1
aventurer|1
aventureuse|1
aventureusement|1
aventureux|1
aventurier|1
aventurisme|1
aventuriste|1
aventuré|1
avenu|1
avenue|1
avers|1
averse|1
aversion|1
averti|1
avertir|1
avertissement|1
avertisseur|1
avertisseurs|1
aveu|1
aveuglant|1
aveugle|1
aveuglement|1
aveugler|1
aveuglé|1
aveuglément|1
aveulir|1
aveulissement|1
aviateur|1
aviation|1
aviculteur|1
aviculture|1
avide|1
avidement|1
avidité|1
avili|1
avilir|1
avilissant|1
avilissante|1
avilissement|1
aviné|1
avion|1
aviron|1
avis|1
aviser|1
aviso|1
avisé|1
avitaillement|1
avitailler|1
avitailleur|1
avitaminose|1
avivage|1
avive|1
aviver|1
avocat|1
avoine|1
avoine élevée|1
avoir|1
avoir affaire|1
avoir envie|1
avoirs|1
avoisinant|1
avoisiner|1
avortement|1
avorter|1
avorton|1
avorté|1
avouable|1
avouant|1
avouer|1
avoué|1
avulsion|1
avunculaire|1
avunculaires|1
avènement|1
avérer|1
avéré|1
axe|1
axer|1
axes|1
axial|1
axiomatique|1
axiomatisation|1
axiomatiser|1
axiome|1
axone|1
axonge|1
ayant|1
azerolier|1
azimut|1
azotate|1
azote|1
azotique|1
azotite|1
azoté|1
azoïque|1
azt|1
azur|1
azurage|1
azurer|1
azuré|1
azuréenne|1
aède|1
aère|1
aérage|1
aérateur|1
aération|1
aérer|1
aérien|1
aérienne|1
aérifier|1
aériser|1
aérium|1
aérobic|1
aérodrome|1
aérodynamique|1
aérodyne|1
aérogare|1
aérogastrie|1
aéroglisseur|1
aérolithe|1
aéromobile|1
aéromoteur|1
aéronaute|1
aéronautique|1
aéronavale|1
aéronef|1
aérophagie|1
aéroplane|1
aéroport|1
aéroporté|1
aéropostale|1
aérosol|1
aérospatiale|1
aérostat|1
aérostier|1
aérotrain|1
aéré|1
aînesse|1
aîné|1
aînée|1
aînés|1
aï|1
aïe|1
aïeul|1
aïeule|1
aïeux|1
aïoli|1
baba|1
baba cool|1
babeurre|1
babeurres|1
babil|1
babillage|1
babillard|1
babillarde|1
babillement|1
babiller|1
babine|1
babines|1
babiole|1
babioles|1
babouche|1
babouin|1
baby|1
baby-foot|1
baby-sitter|1
baby-sitting|1
babylonien|1
babélisme|1
bac|1
baccalauréat|1
baccara|1
bacchanale|1
bacchanales|1
bacchante|1
bachot|1
bacillaire|1
bacille|1
bacillose|1
backgammon|1
background|1
bacon|1
bactéricide|1
bactérie|1
bactérien|1
bactérienne|1
bactériostatique|1
badaboum|1
badaud|1
badauder|1
badauderie|1
bader|1
baderne|1
badge|1
badigeon|1
badigeonnage|1
badigeonner|1
badigeonneur|1
badigeonné|1
badigoinces|1
badin|1
badinage|1
badinages|1
badine|1
badiner|1
badinerie|1
badminton|1
baffe|1
baffle|1
bafouer|1
bafouillage|1
bafouillant|1
bafouille|1
bafouiller|1
bafouilleur|1
bafouilleuse|1
bafouillis|1
bafoué|1
bagad|1
bagage|1
bagages|1
bagagiste|1
bagarre|1
bagarrer|1
bagarreur|1
bagarreuse|1
bagatelle|1
bagnard|1
bagne|1
bagnole|1
bagou|1
bagout|1
bague|1
baguenaude|1
baguenauder|1
baguenaudier|1
baguette|1
baguier|1
bah|1
bahut|1
bai|1
baie|1
baignade|1
baigner|1
baigneur|1
baigneuse|1
baignoire|1
baigné|1
bail|1
baille|1
bailleresse|1
bailleur|1
bailleuse|1
bailli|1
bain|1
bain turc|1
baisemains|1
baiser|1
baisers|1
baisoter|1
baisse|1
baisser|1
baissier|1
baissé|1
bajoue|1
bakchich|1
bakchichs|1
bakélite|1
bal|1
balade|1
balader|1
baladeur|1
baladin|1
balafre|1
balafrer|1
balai|1
balan|1
balance|1
balancelle|1
balancement|1
balancer|1
balancier|1
balancé|1
balanite|1
balançoire|1
balata|1
balayage|1
balayer|1
balayette|1
balayeur|1
balayure|1
balbutiant|1
balbutiement|1
balbutier|1
balcon|1
balconnet|1
baldaquin|1
baleine|1
baleine à bosse|1
baleinière|1
baleinoptère|1
balenoptère|1
balisage|1
balise|1
baliser|1
balises|1
baliseur|1
baliste|1
balistique|1
baliveau|1
baliveaux|1
baliverne|1
balkanisation|1
ballade|1
ballant|1
ballante|1
ballast|1
balle|1
balle à la main|1
baller|1
ballerine|1
ballet|1
ballon|1
ballonnant|1
ballonne|1
ballonnement|1
ballonner|1
ballonné|1
ballonnée|1
balloné|1
ballot|1
ballote|1
ballotin|1
ballottement|1
ballotter|1
ballottine|1
ballotté|1
balluchon|1
balnéaire|1
balnéothérapie|1
balourd|1
balourde|1
balourdise|1
balsamier|1
balsamine|1
balsamique|1
balte|1
baluchon|1
balustrade|1
balustre|1
balèvre|1
balèze|1
bambin|1
bambins|1
bambochade|1
bamboche|1
bambocher|1
bambocheur|1
bambocheuse|1
bambou|1
bamboula|1
ban|1
banal|1
banale|1
banalement|1
banalisation|1
banaliser|1
banalité|1
banaux|1
banc|1
bancable|1
bancaire|1
bancal|1
bancale|1
bancals|1
bancroche|1
bancs|1
bandage|1
bandagiste|1
bandana|1
bandant|1
bande|1
bande dessinée|1
bandeau|1
bandeaux|1
bandelette|1
bander|1
banderole|1
bandit|1
banditisme|1
bandonéon|1
bandoulière|1
bandé|1
bang|1
banian|1
banjo|1
banlieue|1
banlieusard|1
banne|1
bannes|1
banneton|1
bannette|1
banni|1
bannir|1
bannissement|1
bannière|1
banquable|1
banque|1
banqueroute|1
banquet|1
banqueter|1
banquette|1
banquier|1
banquise|1
banquiste|1
banquière|1
baptiser|1
baptiste|1
baptistère|1
baptisé|1
baptême|1
baquet|1
baqueter|1
bar|1
baragouin|1
baragouiner|1
baragouineur|1
baragouineuse|1
baraka|1
baraque|1
baraquement|1
baraquer|1
baraqué|1
baraterie|1
baratin|1
baratiner|1
baratineur|1
baratineuse|1
barbacane|1
barbant|1
barbare|1
barbaresque|1
barbarie|1
barbarisme|1
barbe|1
barbe-de-chèvre|1
barbe-de-moine|1
barbeau|1
barbecue|1
barbelé|1
barbelée|1
barber|1
barbet|1
barbiche|1
barbichette|1
barbier|1
barbifiant|1
barbiturique|1
barbon|1
barboter|1
barbotine|1
barbotière|1
barbouillage|1
barbouille|1
barbouiller|1
barbouilleur|1
barbouilleuse|1
barbouillis|1
barbouillé|1
barbu|1
barbue|1
barcarolle|1
barcasse|1
bard|1
barda|1
bardage|1
bardane|1
barde|1
bardeau|1
bardeaux|1
barder|1
bardot|1
bardé|1
bardée|1
barge|1
barguigner|1
baril|1
barils|1
bariolage|1
barioler|1
bariolure|1
bariolé|1
barmaid|1
barman|1
barographe|1
baromètre|1
barométrie|1
barométrique|1
baron|1
baroque|1
baroscope|1
baroud|1
barouder|1
baroudeur|1
barouf|1
barque|1
barques|1
barracuda|1
barrage|1
barre|1
barreau|1
barreaux|1
barrer|1
barres|1
barrette|1
barreur|1
barreuse|1
barricade|1
barricader|1
barrique|1
barriques|1
barrir|1
barrissement|1
barrière|1
barrot|1
barycentre|1
barzoï|1
barème|1
baréter|1
bas|1
bas-bleu|1
bas-côté|1
bas-fond|1
bas-relief|1
bas-ventre|1
basal|1
basalte|1
basané|1
basaux|1
bascule|1
basculement|1
basculer|1
basculeur|1
base|1
baselle|1
baser|1
basicité|1
basin|1
basique|1
basiques|1
basque|1
basse|1
basse continue|1
basse-cour|1
bassement|1
bassesse|1
basset|1
bassin|1
bassine|1
bassiner|1
bassinet|1
bassinoire|1
bastaing|1
baste|1
basterne|1
bastide|1
bastille|1
basting|1
bastion|1
bastonner|1
bastringue|1
bataille|1
batailler|1
batailleur|1
batailleuse|1
bataillon|1
batardeau|1
batardeaux|1
batave|1
batavia|1
batayole|1
bateau|1
bateau-citerne|1
bateaux|1
batelage|1
batelet|1
bateleur|1
bateleuse|1
batelier|1
batelière|1
batellerie|1
bath|1
bathyscaphe|1
batifolage|1
batifolant|1
batifoler|1
batiste|1
batoude|1
batracien|1
battage|1
battant|1
battante|1
batte|1
battement|1
batterie|1
batteur|1
battiture|1
battle-dress|1
